,id,type,sectionId,sectionName,webPublicationDate,webTitle,webUrl,apiUrl,isHosted,pillarId,pillarName
131,uk-news/2020/sep/02/confusion-across-west-scotland-over-coronavirus-household-ban,article,uk-news,UK news,2020-09-02T18:00:22Z,Confusion across west Scotland over coronavirus household ban,https://www.theguardian.com/uk-news/2020/sep/02/confusion-across-west-scotland-over-coronavirus-household-ban,https://content.guardianapis.com/uk-news/2020/sep/02/confusion-across-west-scotland-over-coronavirus-household-ban,False,pillar/news,News
132,world/2020/jul/08/coronavirus-in-the-pacific-weekly-briefing,article,world,World news,2020-07-07T22:00:16Z,Coronavirus in the Pacific: weekly briefing,https://www.theguardian.com/world/2020/jul/08/coronavirus-in-the-pacific-weekly-briefing,https://content.guardianapis.com/world/2020/jul/08/coronavirus-in-the-pacific-weekly-briefing,False,pillar/news,News
133,commentisfree/2020/oct/25/carry-on-coronavirus-why-vaccine-trial-has-saucy-potential,article,commentisfree,Opinion,2020-10-25T07:30:02Z,Carry On Coronavirus: why a vaccine trial has saucy potential | Tim Adams,https://www.theguardian.com/commentisfree/2020/oct/25/carry-on-coronavirus-why-vaccine-trial-has-saucy-potential,https://content.guardianapis.com/commentisfree/2020/oct/25/carry-on-coronavirus-why-vaccine-trial-has-saucy-potential,False,pillar/opinion,Opinion
134,us-news/2020/oct/19/scott-atlas-twitter-removal-false-coronavirus-tweet,article,us-news,US news,2020-10-19T13:09:09Z,Twitter removes false coronavirus tweet by Trump's favourite health adviser,https://www.theguardian.com/us-news/2020/oct/19/scott-atlas-twitter-removal-false-coronavirus-tweet,https://content.guardianapis.com/us-news/2020/oct/19/scott-atlas-twitter-removal-false-coronavirus-tweet,False,pillar/news,News
135,lifeandstyle/2020/sep/03/women-are-losing-out-in-coronavirus-job-cuts,article,lifeandstyle,Life and style,2020-09-03T16:31:50Z,Women are losing out in coronavirus job cuts | Letter,https://www.theguardian.com/lifeandstyle/2020/sep/03/women-are-losing-out-in-coronavirus-job-cuts,https://content.guardianapis.com/lifeandstyle/2020/sep/03/women-are-losing-out-in-coronavirus-job-cuts,False,pillar/lifestyle,Lifestyle
136,australia-news/2020/aug/28/coronavirus-australia-latest-the-week-at-a-glance,article,australia-news,Australia news,2020-08-28T09:15:10Z,Coronavirus Australia latest: the week at a glance,https://www.theguardian.com/australia-news/2020/aug/28/coronavirus-australia-latest-the-week-at-a-glance,https://content.guardianapis.com/australia-news/2020/aug/28/coronavirus-australia-latest-the-week-at-a-glance,False,pillar/news,News
137,world/2020/jun/05/coronavirus-latest-at-a-glance-friday-5-june,article,world,World news,2020-06-05T11:02:39Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/jun/05/coronavirus-latest-at-a-glance-friday-5-june,https://content.guardianapis.com/world/2020/jun/05/coronavirus-latest-at-a-glance-friday-5-june,False,pillar/news,News
138,australia-news/2020/nov/16/south-australia-facing-second-wave-of-coronavirus-after-hotel-quarantine-breach,article,australia-news,Australia news,2020-11-16T07:15:00Z,South Australia facing second wave of coronavirus after hotel quarantine breach,https://www.theguardian.com/australia-news/2020/nov/16/south-australia-facing-second-wave-of-coronavirus-after-hotel-quarantine-breach,https://content.guardianapis.com/australia-news/2020/nov/16/south-australia-facing-second-wave-of-coronavirus-after-hotel-quarantine-breach,False,pillar/news,News
139,education/2020/aug/31/special-schools-england-government-coronavirus-advice,article,education,Education,2020-08-31T11:08:25Z,Special schools in England urgently seek coronavirus advice,https://www.theguardian.com/education/2020/aug/31/special-schools-england-government-coronavirus-advice,https://content.guardianapis.com/education/2020/aug/31/special-schools-england-government-coronavirus-advice,False,pillar/news,News
140,politics/2020/oct/22/changes-to-the-coronavirus-job-support-scheme-in-england-explained,article,politics,Politics,2020-10-22T16:21:26Z,Changes to the coronavirus job support scheme in England explained,https://www.theguardian.com/politics/2020/oct/22/changes-to-the-coronavirus-job-support-scheme-in-england-explained,https://content.guardianapis.com/politics/2020/oct/22/changes-to-the-coronavirus-job-support-scheme-in-england-explained,False,pillar/news,News
141,education/2020/oct/20/coronavirus-400000-children-in-england-off-school-in-one-week,article,education,Education,2020-10-20T16:27:35Z,"Coronavirus: 400,000 children in England off school in one week",https://www.theguardian.com/education/2020/oct/20/coronavirus-400000-children-in-england-off-school-in-one-week,https://content.guardianapis.com/education/2020/oct/20/coronavirus-400000-children-in-england-off-school-in-one-week,False,pillar/news,News
142,business/2020/oct/22/coronavirus-pandemic-women-business,article,business,Business,2020-10-22T11:00:24Z,The coronavirus pandemic has hit women in business particularly hard | Gene Marks,https://www.theguardian.com/business/2020/oct/22/coronavirus-pandemic-women-business,https://content.guardianapis.com/business/2020/oct/22/coronavirus-pandemic-women-business,False,pillar/news,News
143,world/2020/sep/26/london-lockdown-protesters-urged-to-follow-covid-rules,article,world,World news,2020-09-26T16:30:06Z,Coronavirus: police break up anti-lockdown protest in London,https://www.theguardian.com/world/2020/sep/26/london-lockdown-protesters-urged-to-follow-covid-rules,https://content.guardianapis.com/world/2020/sep/26/london-lockdown-protesters-urged-to-follow-covid-rules,False,pillar/news,News
144,world/2020/jul/05/nhs-england-launches-coronavirus-recovery-service,article,world,World news,2020-07-05T10:45:27Z,NHS England launches coronavirus recovery service,https://www.theguardian.com/world/2020/jul/05/nhs-england-launches-coronavirus-recovery-service,https://content.guardianapis.com/world/2020/jul/05/nhs-england-launches-coronavirus-recovery-service,False,pillar/news,News
145,uk-news/2020/sep/23/uk-chancellor-budget-plans-derailed-by-coronavirus-what-will-happen-now,article,uk-news,UK news,2020-09-23T18:38:07Z,"As coronavirus derails UK budget plans, what happens now?",https://www.theguardian.com/uk-news/2020/sep/23/uk-chancellor-budget-plans-derailed-by-coronavirus-what-will-happen-now,https://content.guardianapis.com/uk-news/2020/sep/23/uk-chancellor-budget-plans-derailed-by-coronavirus-what-will-happen-now,False,pillar/news,News
146,uk-news/2020/oct/20/coronavirus-burnham-condemns-late-night-ultimatum-to-greater-manchester,article,uk-news,UK news,2020-10-20T10:54:57Z,Coronavirus: Greater Manchester leaders set to ask for £75m support,https://www.theguardian.com/uk-news/2020/oct/20/coronavirus-burnham-condemns-late-night-ultimatum-to-greater-manchester,https://content.guardianapis.com/uk-news/2020/oct/20/coronavirus-burnham-condemns-late-night-ultimatum-to-greater-manchester,False,pillar/news,News
147,uk-news/2020/sep/19/coronavirus-protesters-in-london-may-get-arrested-police-warn,article,uk-news,UK news,2020-09-19T18:29:41Z,More than 30 arrested during coronavirus protests in London,https://www.theguardian.com/uk-news/2020/sep/19/coronavirus-protesters-in-london-may-get-arrested-police-warn,https://content.guardianapis.com/uk-news/2020/sep/19/coronavirus-protesters-in-london-may-get-arrested-police-warn,False,pillar/news,News
148,tv-and-radio/2020/jun/29/catchphrase-restarts-filming-after-coronavirus-lockdown-itv,article,tv-and-radio,Television & radio,2020-06-29T06:00:00Z,Catchphrase restarts filming after coronavirus lockdown,https://www.theguardian.com/tv-and-radio/2020/jun/29/catchphrase-restarts-filming-after-coronavirus-lockdown-itv,https://content.guardianapis.com/tv-and-radio/2020/jun/29/catchphrase-restarts-filming-after-coronavirus-lockdown-itv,False,pillar/arts,Arts
149,world/2020/feb/11/what-coronavirus-precautions-are-you-taking,article,world,World news,2020-09-23T11:07:40Z,Coronavirus in the UK: what precautions are you taking?,https://www.theguardian.com/world/2020/feb/11/what-coronavirus-precautions-are-you-taking,https://content.guardianapis.com/world/2020/feb/11/what-coronavirus-precautions-are-you-taking,False,pillar/news,News
150,uk-news/2020/oct/19/rules-wales-circuit-breaker-coronavirus-lockdown,article,uk-news,UK news,2020-10-19T15:41:28Z,What are the rules of Wales's circuit breaker coronavirus lockdown?,https://www.theguardian.com/uk-news/2020/oct/19/rules-wales-circuit-breaker-coronavirus-lockdown,https://content.guardianapis.com/uk-news/2020/oct/19/rules-wales-circuit-breaker-coronavirus-lockdown,False,pillar/news,News
151,world/2020/sep/18/uk-entering-second-wave-of-coronavirus-boris-johnson-warns,article,world,World news,2020-09-18T18:02:09Z,"UK entering second wave of coronavirus, Boris Johnson warns",https://www.theguardian.com/world/2020/sep/18/uk-entering-second-wave-of-coronavirus-boris-johnson-warns,https://content.guardianapis.com/world/2020/sep/18/uk-entering-second-wave-of-coronavirus-boris-johnson-warns,False,pillar/news,News
152,world/2020/oct/16/coronavirus-covid-19-cases-us-8-million,article,world,World news,2020-10-16T19:55:03Z,"US passes 8m coronavirus cases as death toll approaches 220,000",https://www.theguardian.com/world/2020/oct/16/coronavirus-covid-19-cases-us-8-million,https://content.guardianapis.com/world/2020/oct/16/coronavirus-covid-19-cases-us-8-million,False,pillar/news,News
153,us-news/2020/nov/09/joe-bidens-coronavirus-task-force-to-meet-as-first-public-schedule-released,article,us-news,US news,2020-11-09T07:56:59Z,Joe Biden's coronavirus taskforce to meet as Trump urged to cooperate,https://www.theguardian.com/us-news/2020/nov/09/joe-bidens-coronavirus-task-force-to-meet-as-first-public-schedule-released,https://content.guardianapis.com/us-news/2020/nov/09/joe-bidens-coronavirus-task-force-to-meet-as-first-public-schedule-released,False,pillar/news,News
154,world/2020/may/27/coronavirus-latest-at-a-glance-may-27,article,world,World news,2020-05-27T11:00:26Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/27/coronavirus-latest-at-a-glance-may-27,https://content.guardianapis.com/world/2020/may/27/coronavirus-latest-at-a-glance-may-27,False,pillar/news,News
155,australia-news/2020/nov/11/victoria-coronavirus-disruption-causes-leap-in-university-applicants-citing-difficult-circumstances,article,australia-news,Australia news,2020-11-10T16:30:13Z,Victoria coronavirus disruption causes leap in university applicants citing 'difficult circumstances',https://www.theguardian.com/australia-news/2020/nov/11/victoria-coronavirus-disruption-causes-leap-in-university-applicants-citing-difficult-circumstances,https://content.guardianapis.com/australia-news/2020/nov/11/victoria-coronavirus-disruption-causes-leap-in-university-applicants-citing-difficult-circumstances,False,pillar/news,News
156,world/2020/oct/17/coronavirus-1-million-young-britons-face-jobs-crisis-within-weeks,article,world,World news,2020-10-17T20:00:29Z,Coronavirus: 1 million young Britons ‘face jobs crisis within weeks’,https://www.theguardian.com/world/2020/oct/17/coronavirus-1-million-young-britons-face-jobs-crisis-within-weeks,https://content.guardianapis.com/world/2020/oct/17/coronavirus-1-million-young-britons-face-jobs-crisis-within-weeks,False,pillar/news,News
157,world/2020/may/26/coronavirus-latest-at-a-glance-may-26,article,world,World news,2020-05-26T22:44:06Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/26/coronavirus-latest-at-a-glance-may-26,https://content.guardianapis.com/world/2020/may/26/coronavirus-latest-at-a-glance-may-26,False,pillar/news,News
158,football/2020/aug/27/manchester-united-wan-bissaka-facing-14-day-quarantine-after-dubai-trip,article,football,Football,2020-08-27T12:43:38Z,Manchester United's Paul Pogba tests positive for coronavirus,https://www.theguardian.com/football/2020/aug/27/manchester-united-wan-bissaka-facing-14-day-quarantine-after-dubai-trip,https://content.guardianapis.com/football/2020/aug/27/manchester-united-wan-bissaka-facing-14-day-quarantine-after-dubai-trip,False,pillar/sport,Sport
159,world/2020/may/26/coronavirus-latest-at-a-glance-26-may,article,world,World news,2020-05-26T05:15:18Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/26/coronavirus-latest-at-a-glance-26-may,https://content.guardianapis.com/world/2020/may/26/coronavirus-latest-at-a-glance-26-may,False,pillar/news,News
160,uk-news/2020/oct/14/coronavirus-northern-ireland-to-be-put-under-partial-lockdown,article,uk-news,UK news,2020-10-14T14:20:40Z,Coronavirus: Northern Ireland to go into four-week partial lockdown,https://www.theguardian.com/uk-news/2020/oct/14/coronavirus-northern-ireland-to-be-put-under-partial-lockdown,https://content.guardianapis.com/uk-news/2020/oct/14/coronavirus-northern-ireland-to-be-put-under-partial-lockdown,False,pillar/news,News
161,world/2020/jul/27/europe-braces-for-second-wave-of-coronavirus,article,world,World news,2020-07-27T16:02:31Z,Europe braces for second wave of coronavirus,https://www.theguardian.com/world/2020/jul/27/europe-braces-for-second-wave-of-coronavirus,https://content.guardianapis.com/world/2020/jul/27/europe-braces-for-second-wave-of-coronavirus,False,pillar/news,News
162,world/2020/jul/01/coronavirus-in-the-pacific-weekly-briefing,article,world,World news,2020-06-30T22:00:04Z,Coronavirus in the Pacific: weekly briefing,https://www.theguardian.com/world/2020/jul/01/coronavirus-in-the-pacific-weekly-briefing,https://content.guardianapis.com/world/2020/jul/01/coronavirus-in-the-pacific-weekly-briefing,False,pillar/news,News
163,music/2020/jul/29/madonnas-instagram-flagged-for-spreading-coronavirus-misinformation,article,music,Music,2020-07-29T10:52:26Z,Madonna's Instagram flagged for spreading coronavirus misinformation,https://www.theguardian.com/music/2020/jul/29/madonnas-instagram-flagged-for-spreading-coronavirus-misinformation,https://content.guardianapis.com/music/2020/jul/29/madonnas-instagram-flagged-for-spreading-coronavirus-misinformation,False,pillar/arts,Arts
164,society/2020/nov/02/share-your-experiences-of-uk-home-visits-during-the-coronavirus-pandemic,article,society,Society,2020-11-02T16:49:35Z,Share your experiences of UK home visits during the coronavirus pandemic,https://www.theguardian.com/society/2020/nov/02/share-your-experiences-of-uk-home-visits-during-the-coronavirus-pandemic,https://content.guardianapis.com/society/2020/nov/02/share-your-experiences-of-uk-home-visits-during-the-coronavirus-pandemic,False,pillar/news,News
165,business/2020/feb/24/tell-us-how-has-coronavirus-affected-small-businesses-in-the-uk,article,business,Business,2020-11-02T10:03:36Z,Tell us: how has coronavirus affected small businesses in the UK?,https://www.theguardian.com/business/2020/feb/24/tell-us-how-has-coronavirus-affected-small-businesses-in-the-uk,https://content.guardianapis.com/business/2020/feb/24/tell-us-how-has-coronavirus-affected-small-businesses-in-the-uk,False,pillar/news,News
166,world/2020/may/27/coronavirus-glance-27-may,article,world,World news,2020-05-27T17:05:37Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/27/coronavirus-glance-27-may,https://content.guardianapis.com/world/2020/may/27/coronavirus-glance-27-may,False,pillar/news,News
167,world/2020/may/27/coronavirus-latest-at-a-glance,article,world,World news,2020-05-27T05:07:09Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/27/coronavirus-latest-at-a-glance,https://content.guardianapis.com/world/2020/may/27/coronavirus-latest-at-a-glance,False,pillar/news,News
168,world/2020/jun/26/coronavirus-the-week-explained,article,world,World news,2020-06-26T11:34:03Z,Coronavirus: the week explained - 26 June,https://www.theguardian.com/world/2020/jun/26/coronavirus-the-week-explained,https://content.guardianapis.com/world/2020/jun/26/coronavirus-the-week-explained,False,pillar/news,News
169,world/2020/may/26/coronavirus-latest-at-a-glance-25-may,article,world,World news,2020-05-26T17:01:00Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/26/coronavirus-latest-at-a-glance-25-may,https://content.guardianapis.com/world/2020/may/26/coronavirus-latest-at-a-glance-25-may,False,pillar/news,News
170,business/2020/aug/21/sta-travel-goes-bust-amid-deepening-coronavirus-crisis,article,business,Business,2020-08-21T19:41:26Z,STA Travel becomes latest casualty of coronavirus crisis,https://www.theguardian.com/business/2020/aug/21/sta-travel-goes-bust-amid-deepening-coronavirus-crisis,https://content.guardianapis.com/business/2020/aug/21/sta-travel-goes-bust-amid-deepening-coronavirus-crisis,False,pillar/news,News
171,world/2020/may/29/coronavirus-latest-at-a-glance-28-may,article,world,World news,2020-05-28T23:30:42Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/29/coronavirus-latest-at-a-glance-28-may,https://content.guardianapis.com/world/2020/may/29/coronavirus-latest-at-a-glance-28-may,False,pillar/news,News
172,world/2020/may/26/coronavirus-latest-at-a-glance-,article,world,World news,2020-05-26T11:16:18Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/26/coronavirus-latest-at-a-glance-,https://content.guardianapis.com/world/2020/may/26/coronavirus-latest-at-a-glance-,False,pillar/news,News
173,world/2020/may/28/coronavirus-latest-at-a-glance,article,world,World news,2020-05-28T17:22:30Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/28/coronavirus-latest-at-a-glance,https://content.guardianapis.com/world/2020/may/28/coronavirus-latest-at-a-glance,False,pillar/news,News
174,world/2020/sep/15/sweden-records-its-fewest-daily-covid-19-cases-since-march,article,world,World news,2020-09-16T07:48:55Z,Sweden spared European surge as coronavirus infections stay low,https://www.theguardian.com/world/2020/sep/15/sweden-records-its-fewest-daily-covid-19-cases-since-march,https://content.guardianapis.com/world/2020/sep/15/sweden-records-its-fewest-daily-covid-19-cases-since-march,False,pillar/news,News
175,world/2020/may/28/coronavirus-latest-28-may-at-a-glance,article,world,World news,2020-05-28T05:16:40Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/28/coronavirus-latest-28-may-at-a-glance,https://content.guardianapis.com/world/2020/may/28/coronavirus-latest-28-may-at-a-glance,False,pillar/news,News
176,world/2020/may/28/coronavirus-glance,article,world,World news,2020-05-27T23:39:29Z,Coronavirus latest: at a glance,https://www.theguardian.com/world/2020/may/28/coronavirus-glance,https://content.guardianapis.com/world/2020/may/28/coronavirus-glance,False,pillar/news,News
177,world/2020/sep/17/little-trace-of-sense-in-outsourced-coronavirus-test-regime,article,world,World news,2020-09-17T16:51:38Z,Little trace of sense in outsourced coronavirus test regime | Letters,https://www.theguardian.com/world/2020/sep/17/little-trace-of-sense-in-outsourced-coronavirus-test-regime,https://content.guardianapis.com/world/2020/sep/17/little-trace-of-sense-in-outsourced-coronavirus-test-regime,False,pillar/news,News
178,world/2020/jul/20/how-coronavirus-is-reshaping-europes-tourism-hotspots,article,world,World news,2020-07-20T04:00:08Z,How coronavirus is reshaping Europe's tourism hotspots,https://www.theguardian.com/world/2020/jul/20/how-coronavirus-is-reshaping-europes-tourism-hotspots,https://content.guardianapis.com/world/2020/jul/20/how-coronavirus-is-reshaping-europes-tourism-hotspots,False,pillar/news,News
179,australia-news/2020/oct/06/victoria-works-to-contain-butchers-shop-and-regional-coronavirus-outbreaks,article,australia-news,Australia news,2020-10-06T05:37:36Z,Victoria works to contain butcher's shop and regional coronavirus outbreaks,https://www.theguardian.com/australia-news/2020/oct/06/victoria-works-to-contain-butchers-shop-and-regional-coronavirus-outbreaks,https://content.guardianapis.com/australia-news/2020/oct/06/victoria-works-to-contain-butchers-shop-and-regional-coronavirus-outbreaks,False,pillar/news,News
180,uk-news/2020/oct/08/covid-19-scotlands-drinking-ban-in-chaos-over-meaning-of-cafe,article,uk-news,UK news,2020-10-09T10:51:02Z,Coronavirus: Scotland’s drinking ban in chaos over meaning of 'cafe',https://www.theguardian.com/uk-news/2020/oct/08/covid-19-scotlands-drinking-ban-in-chaos-over-meaning-of-cafe,https://content.guardianapis.com/uk-news/2020/oct/08/covid-19-scotlands-drinking-ban-in-chaos-over-meaning-of-cafe,False,pillar/news,News
181,australia-news/2020/aug/21/coronavirus-australia-latest-the-week-at-a-glance,article,australia-news,Australia news,2020-08-21T07:27:47Z,Coronavirus Australia latest: the week at a glance,https://www.theguardian.com/australia-news/2020/aug/21/coronavirus-australia-latest-the-week-at-a-glance,https://content.guardianapis.com/australia-news/2020/aug/21/coronavirus-australia-latest-the-week-at-a-glance,False,pillar/news,News
182,world/2020/oct/28/germany-set-to-impose-new-coronavirus-rules-amid-record-rise-in-cases,article,world,World news,2020-10-28T15:59:52Z,Germany to impose new coronavirus rules amid record rise in cases,https://www.theguardian.com/world/2020/oct/28/germany-set-to-impose-new-coronavirus-rules-amid-record-rise-in-cases,https://content.guardianapis.com/world/2020/oct/28/germany-set-to-impose-new-coronavirus-rules-amid-record-rise-in-cases,False,pillar/news,News
183,world/2020/sep/15/testing-and-the-fantasy-of-a-moonshot-mission,article,world,World news,2020-09-15T17:04:36Z,Coronavirus testing and the fantasy of a moonshot mission | Letters,https://www.theguardian.com/world/2020/sep/15/testing-and-the-fantasy-of-a-moonshot-mission,https://content.guardianapis.com/world/2020/sep/15/testing-and-the-fantasy-of-a-moonshot-mission,False,pillar/news,News
184,world/2020/jun/19/coronavirus-the-week-explained,article,world,World news,2020-06-19T11:13:17Z,Coronavirus: the week explained - 19 June,https://www.theguardian.com/world/2020/jun/19/coronavirus-the-week-explained,https://content.guardianapis.com/world/2020/jun/19/coronavirus-the-week-explained,False,pillar/news,News
185,world/2020/aug/18/female-led-countries-handled-coronavirus-better-study-jacinda-ardern-angela-merkel,article,world,World news,2020-08-18T11:48:01Z,"Female-led countries handled coronavirus better, study suggests",https://www.theguardian.com/world/2020/aug/18/female-led-countries-handled-coronavirus-better-study-jacinda-ardern-angela-merkel,https://content.guardianapis.com/world/2020/aug/18/female-led-countries-handled-coronavirus-better-study-jacinda-ardern-angela-merkel,False,pillar/news,News
186,world/2020/oct/27/no-time-for-goodbyes-tributes-to-six-people-lost-to-coronavirus,article,world,World news,2020-10-27T12:01:07Z,No time for goodbyes: tributes to six people lost to coronavirus,https://www.theguardian.com/world/2020/oct/27/no-time-for-goodbyes-tributes-to-six-people-lost-to-coronavirus,https://content.guardianapis.com/world/2020/oct/27/no-time-for-goodbyes-tributes-to-six-people-lost-to-coronavirus,False,pillar/news,News
187,world/2020/jun/24/coronavirus-in-the-pacific-weekly-briefing,article,world,World news,2020-06-23T22:00:01Z,Coronavirus in the Pacific: weekly briefing,https://www.theguardian.com/world/2020/jun/24/coronavirus-in-the-pacific-weekly-briefing,https://content.guardianapis.com/world/2020/jun/24/coronavirus-in-the-pacific-weekly-briefing,False,pillar/news,News
188,us-news/2020/nov/18/new-york-city-public-schools-close-again-covid-cases-rise,article,us-news,US news,2020-11-18T20:27:17Z,New York City public schools to close again as coronavirus cases rise,https://www.theguardian.com/us-news/2020/nov/18/new-york-city-public-schools-close-again-covid-cases-rise,https://content.guardianapis.com/us-news/2020/nov/18/new-york-city-public-schools-close-again-covid-cases-rise,False,pillar/news,News
189,society/2020/aug/18/depression-in-british-adults-doubles-during-coronavirus-crisis,article,society,Society,2020-08-18T17:31:21Z,Depression in British adults doubles during coronavirus crisis,https://www.theguardian.com/society/2020/aug/18/depression-in-british-adults-doubles-during-coronavirus-crisis,https://content.guardianapis.com/society/2020/aug/18/depression-in-british-adults-doubles-during-coronavirus-crisis,False,pillar/news,News
190,world/2020/aug/18/germany-to-extend-coronavirus-furlough-to-24-months,article,world,World news,2020-08-18T17:24:19Z,Germany to extend coronavirus furlough to 24 months,https://www.theguardian.com/world/2020/aug/18/germany-to-extend-coronavirus-furlough-to-24-months,https://content.guardianapis.com/world/2020/aug/18/germany-to-extend-coronavirus-furlough-to-24-months,False,pillar/news,News
191,world/2020/apr/17/coronavirus-contact-tracing-explained,article,world,World news,2020-04-17T19:08:58Z,Coronavirus: contact tracing explained,https://www.theguardian.com/world/2020/apr/17/coronavirus-contact-tracing-explained,https://content.guardianapis.com/world/2020/apr/17/coronavirus-contact-tracing-explained,False,pillar/news,News
192,world/2020/oct/07/uk-artists-combat-isolation-with-freewheeling-lullabies-and-doorstep-concerts-coronavirus,article,world,World news,2020-10-07T14:25:22Z,How UK community projects are fighting isolation caused by coronavirus,https://www.theguardian.com/world/2020/oct/07/uk-artists-combat-isolation-with-freewheeling-lullabies-and-doorstep-concerts-coronavirus,https://content.guardianapis.com/world/2020/oct/07/uk-artists-combat-isolation-with-freewheeling-lullabies-and-doorstep-concerts-coronavirus,False,pillar/news,News
193,world/2020/oct/30/slovakia-to-test-all-citizens-over-age-of-10-for-coronavirus,article,world,World news,2020-10-30T13:05:26Z,Slovakia to test all citizens over age of 10 for coronavirus,https://www.theguardian.com/world/2020/oct/30/slovakia-to-test-all-citizens-over-age-of-10-for-coronavirus,https://content.guardianapis.com/world/2020/oct/30/slovakia-to-test-all-citizens-over-age-of-10-for-coronavirus,False,pillar/news,News
194,world/2020/sep/06/political-leaders-are-raising-false-hopes-about-coronavirus-vaccines,article,world,World news,2020-09-06T08:01:18Z,Political leaders are raising ‘false hopes’ about coronavirus vaccines,https://www.theguardian.com/world/2020/sep/06/political-leaders-are-raising-false-hopes-about-coronavirus-vaccines,https://content.guardianapis.com/world/2020/sep/06/political-leaders-are-raising-false-hopes-about-coronavirus-vaccines,False,pillar/news,News
195,world/2020/jul/20/german-coronavirus-experiment-enlists-help-concertgoers-tim-bendzko,article,world,World news,2020-07-20T14:30:07Z,German coronavirus experiment enlists help of concertgoers,https://www.theguardian.com/world/2020/jul/20/german-coronavirus-experiment-enlists-help-concertgoers-tim-bendzko,https://content.guardianapis.com/world/2020/jul/20/german-coronavirus-experiment-enlists-help-concertgoers-tim-bendzko,False,pillar/news,News
196,world/2020/oct/04/delay-in-reporting-uk-coronavirus-cases-risks-further-spread-say-scientists,article,world,World news,2020-10-04T21:26:15Z,"UK coronavirus cases jump by nearly 23,000 amid infection backlog",https://www.theguardian.com/world/2020/oct/04/delay-in-reporting-uk-coronavirus-cases-risks-further-spread-say-scientists,https://content.guardianapis.com/world/2020/oct/04/delay-in-reporting-uk-coronavirus-cases-risks-further-spread-say-scientists,False,pillar/news,News
197,us-news/2020/sep/11/first-thing-biden-slams-trumps-almost-criminal-coronavirus-response,article,us-news,US news,2020-09-11T10:23:00Z,First Thing: Biden slams Trump's 'almost criminal' coronavirus response,https://www.theguardian.com/us-news/2020/sep/11/first-thing-biden-slams-trumps-almost-criminal-coronavirus-response,https://content.guardianapis.com/us-news/2020/sep/11/first-thing-biden-slams-trumps-almost-criminal-coronavirus-response,False,pillar/news,News
198,australia-news/2020/oct/29/dr-fauci-praises-australias-coronavirus-response-and-melbournes-face-mask-rules,article,australia-news,Australia news,2020-10-29T03:00:24Z,Dr Fauci praises Australia’s coronavirus response and Melbourne’s face mask rules,https://www.theguardian.com/australia-news/2020/oct/29/dr-fauci-praises-australias-coronavirus-response-and-melbournes-face-mask-rules,https://content.guardianapis.com/australia-news/2020/oct/29/dr-fauci-praises-australias-coronavirus-response-and-melbournes-face-mask-rules,False,pillar/news,News
199,world/2020/oct/27/global-coronavirus-report-italian-police-use-tear-gas-to-disperse-anti-lockdown-rally,article,world,World news,2020-10-27T05:58:45Z,Global coronavirus report: Italian police use teargas to disperse lockdown protests,https://www.theguardian.com/world/2020/oct/27/global-coronavirus-report-italian-police-use-tear-gas-to-disperse-anti-lockdown-rally,https://content.guardianapis.com/world/2020/oct/27/global-coronavirus-report-italian-police-use-tear-gas-to-disperse-anti-lockdown-rally,False,pillar/news,News
